Request type,Timestamp,Game id,Player id,Player GUID,Colour,Role
Xsd2.Move,2017-06-02T11:50:13,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:13,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.TestPiece,2017-06-02T11:50:14,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Discover,2017-06-02T11:50:14,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:14,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:14,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:14,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.TestPiece,2017-06-02T11:50:14,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Discover,2017-06-02T11:50:15,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Discover,2017-06-02T11:50:15,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Discover,2017-06-02T11:50:15,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.TestPiece,2017-06-02T11:50:15,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Discover,2017-06-02T11:50:15,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Discover,2017-06-02T11:50:15,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:15,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:15,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:15,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.TestPiece,2017-06-02T11:50:15,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:15,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.TestPiece,2017-06-02T11:50:15,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.TestPiece,2017-06-02T11:50:16,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Discover,2017-06-02T11:50:16,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Discover,2017-06-02T11:50:16,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.PlacePiece,2017-06-02T11:50:16,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:16,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:16,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:16,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.TestPiece,2017-06-02T11:50:16,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:17,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.PlacePiece,2017-06-02T11:50:17,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.TestPiece,2017-06-02T11:50:17,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:17,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.PlacePiece,2017-06-02T11:50:17,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:17,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.PickUpPiece,2017-06-02T11:50:18,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:18,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,4,fee49705-761d-452d-9cc6-e5a4e5e7400b,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,1,d14a66b5-78a0-4077-9025-2e3e13265c21,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,5,8344fc9c-4196-4ee6-8c05-c73d242e8af8,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,3,d932b0ff-86a5-46aa-890a-23f2283dfc12,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,6,4f9420a3-66ba-4e4f-a4c6-096ecee64d86,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,7,3f0504a7-59d6-4b53-b6c7-afa6eb769d69,blue,member
Xsd2.Move,2017-06-02T11:50:19,0,2,20b71f94-2bbf-4d86-91d5-c2347dc49c33,blue,member
Xsd2.Move,2017-06-02T11:50:20,0,8,2320fecd-46a9-4a06-9b9a-202ff8dc486a,blue,member
